val_loss,val_acc,loss,acc
0.4881240635689237,0.7590266879723997,0.5046328412062839,0.7611526738213317
0.38740435916363164,0.8241758237079698,0.39655739827049047,0.825574951493598
0.39907356156284807,0.8163265308929575,0.36437707886731535,0.8433083957105041
0.3889436479453202,0.8273155412269724,0.3466025103687679,0.8518980327125533
0.37902899701703846,0.8265306125256106,0.3299915340178625,0.8603491271985605
0.36449163057366196,0.8390894815723413,0.320008676372165,0.8625658077194803
0.35064517768623316,0.8477237044922785,0.31902216332346556,0.8640897755115506
0.3780569392059063,0.834379905995619,0.3065810025762276,0.8678304239566652
0.3914329341760423,0.8218210362938921,0.29862013933615,0.873926295389195
0.3600703529323476,0.8273155418819685,0.2979608378472438,0.8728179550461572
