val_loss,val_acc,loss,acc
0.11253704025341008,0.9617196702002355,0.2523106788881375,0.9053576685310568
0.13193178322556723,0.947585394581861,0.10644886293496486,0.9617309390638799
0.10147705299667882,0.964075382803298,0.09009777742865982,0.969531939947012
0.12490762880749921,0.9558303886925795,0.0777777259073294,0.9730644686488078
0.07886876202286063,0.9734982332155477,0.0692670504807382,0.9773329407950517
0.07316263094632168,0.9729093050647821,0.06888140873952796,0.9736532234324404
0.10230924127112254,0.9699646643109541,0.0566226489236592,0.9798351486605829
0.09593698486287555,0.9705535924617197,0.05443929247094786,0.982778922578746
0.08163705962250455,0.9717314487632509,0.04412333453350999,0.9841036208419194
0.08941834453313455,0.9717314487632509,0.0424876391756342,0.9842508095378275
