val_loss,val_acc,loss,acc
0.30714985921215915,0.8758092995879929,0.3836924163105034,0.8302664507669077
0.27591309291675137,0.886992348440259,0.2770028540667985,0.8823789194934799
0.2601782916888831,0.894055326697825,0.2470525037039367,0.8979832180185485
0.2508096386486113,0.8975868157739847,0.2345441032996782,0.9047548947709133
0.2352489504640842,0.9058269570335491,0.2218609594480991,0.907846312389166
0.23474038922485005,0.9064155385520895,0.20574324067923871,0.9150596202148107
0.22710860031643218,0.9099470276633314,0.2033943872941044,0.9190343000147211
0.23317752479454432,0.9070041200706298,0.19244731274546817,0.9209480347591946
0.2273480941121055,0.9081812831427926,0.1829594179245372,0.9249227145591049
0.22154746361168923,0.914655679811654,0.17105484477343166,0.9280141322036809
