val_loss,val_acc,loss,acc
0.11917860021439543,0.9558303886925795,0.2587752820085542,0.9025610833088019
0.19436126701682982,0.9293286219081273,0.11805130877116164,0.9567265234030027
0.11365109890286929,0.9617196702002355,0.08913460656153935,0.9680600529879305
0.1232290497516996,0.950530035335689,0.0705263399164537,0.974683544268705
0.075354348183626,0.974676089517079,0.07531573632849922,0.9746835443037974
0.12817269813556506,0.9664310954063604,0.07049867873564516,0.9761554312277865
0.10231434751753953,0.9658421672555948,0.06437704184339052,0.9773329408301442
0.09395528061466799,0.9734982332155477,0.054341457461523454,0.9795407712687666
0.15445090291497282,0.9546525323910483,0.05091813642683518,0.9824845451869296
0.0901677146009899,0.9729093050647821,0.04931502256942444,0.9824845451869296
