val_loss,val_acc,loss,acc
0.3189263160155758,0.8652148322893494,0.40638306969906995,0.8177535698864152
0.3128792807380896,0.8834608593290171,0.3100530470038801,0.8726630354864721
0.29754647472242945,0.8858151854382605,0.2822685277718219,0.8848814956572942
0.27632050476683245,0.8864037669217186,0.2659270899510429,0.8903282791196239
0.25953153608966534,0.8946439081812831,0.24906264745871484,0.8934196967641999
0.264186861253332,0.8958210712183637,0.24785308010111706,0.8925364345693806
0.2585753862509803,0.899941141848146,0.23472318990902155,0.9016634771087885
0.27672978870794307,0.8928781636256622,0.2200246575139995,0.9053437362078028
0.2546050270877914,0.9034726309593879,0.23169241000301932,0.9012218460179596
0.26429196732615357,0.8964096527369041,0.2179426073712136,0.909318416025262
