val_loss,val_acc,loss,acc
0.13663311445841092,0.9570335491465568,0.2517480052833211,0.9065214191079052
0.10015895981133299,0.9705709240729841,0.1487108952765189,0.9484763727454151
0.09301297464520353,0.9688051795173631,0.11646580951990022,0.9618725158251141
0.10647074644480684,0.964685108887581,0.10435770504559401,0.9629029883703812
0.08941467032299705,0.9711595055915244,0.09947101772818635,0.9648167231060805
0.14867036567431924,0.9452619187757504,0.09713780580985955,0.9658471956425733
0.11356824969411282,0.9623307828134197,0.08204074413669865,0.9695274547328132
0.08415378247107598,0.9752795762213067,0.07999767078451146,0.9707051376504644
0.07400473012090641,0.9770453207769276,0.07086331330486005,0.9760047107316355
0.07943973144743287,0.9693937610359035,0.06633719593105816,0.9767407625496835
