val_loss,val_acc,loss,acc
0.6397781444786295,0.6519076777863378,0.3109829869524316,0.8688962160464752
0.21551831661812607,0.9415920866698069,0.1609101516119627,0.9448893075836081
0.135251338814319,0.9547809703250117,0.14734483810548488,0.9506986968033279
0.2899268910752059,0.8893075836081017,0.13584756388181718,0.9569791177506162
0.18811618030295865,0.93452661328309,0.12656033818953208,0.9582352017585178
0.10753433490053585,0.9651436646255299,0.12892068518931946,0.9552520020245046
0.10274746385062998,0.9674988224211022,0.11967909697213377,0.9590202543476833
0.12285140437853544,0.9580781913791914,0.11276403016737294,0.9610613911132045
0.14129171024585074,0.9528968440885539,0.10710819451962222,0.9635735594284817
0.10125090508382667,0.9684408855393312,0.10989132171684213,0.9618464437117287
